,background radiations,background radiations,E11t,E11g,E12t,E12g,E13t,E13g,E21t,E21g,E22t,E22g,E23t,E23g,E31t,E31g,E32t,E32g,E33t,E33g,E34t,E34g,E35t,E35g,E36t,E36g,E37t,E37g,E38t,E38g,E39t,E39g,E310t,E310g,E311t,E311g,E312t,E312g,E313t,E313g,E314t,E314g,E315t,E315g,E316t,E316g,E317t,E317g,E318t,E318g,E319t,E319g,E320t,E320g,E41t,E41g,E42t,E42g,E43t,E43g,E44t,E44g,E45t,E45g
,12.600,1,12.600,7,12.600,7,12.600,3,128.000,24,128.000,24,128.000,27,6.300,3,6.300,1,6.300,1,6.300,2,6.300,2,6.300,3,6.300,0,6.300,0,6.300,0,6.300,1,6.300,1,6.300,1,6.300,1,6.300,1,6.300,0,6.300,2,6.300,1,6.300,1,6.300,1,6.300,2,128.000,1,128.000,4,128.000,4,128.000,8,128.000,5
,12.800,0,12.800,2,12.800,3,12.800,2,130.000,27,130.000,17,130.000,18,6.400,0,6.400,2,6.400,2,6.400,0,6.400,1,6.400,2,6.400,2,6.400,1,6.400,4,6.400,4,6.400,4,6.400,1,6.400,0,6.400,2,6.400,3,6.400,4,6.400,0,6.400,4,6.400,2,6.400,2,130.000,4,130.000,6,130.000,5,130.000,3,130.000,5
,13.000,0,13.000,3,13.000,2,13.000,4,132.000,32,132.000,18,132.000,21,6.500,1,6.500,3,6.500,1,6.500,2,6.500,1,6.500,1,6.500,3,6.500,4,6.500,1,6.500,2,6.500,1,6.500,2,6.500,1,6.500,0,6.500,1,6.500,3,6.500,2,6.500,0,6.500,1,6.500,1,132.000,8,132.000,6,132.000,4,132.000,7,132.000,4
,13.200,0,13.200,3,13.200,2,13.200,5,134.000,25,134.000,19,134.000,25,6.600,0,6.600,1,6.600,1,6.600,1,6.600,1,6.600,1,6.600,1,6.600,1,6.600,0,6.600,1,6.600,2,6.600,0,6.600,0,6.600,0,6.600,1,6.600,0,6.600,0,6.600,1,6.600,0,6.600,1,134.000,4,134.000,3,134.000,4,134.000,10,134.000,6
,13.400,0,13.400,2,13.400,3,13.400,1,136.000,15,136.000,20,136.000,26,6.700,1,6.700,2,6.700,2,6.700,1,6.700,0,6.700,1,6.700,2,6.700,3,6.700,0,6.700,4,6.700,1,6.700,0,6.700,0,6.700,1,6.700,0,6.700,0,6.700,0,6.700,0,6.700,1,6.700,0,136.000,9,136.000,6,136.000,4,136.000,4,136.000,4
,13.600,0,13.600,2,13.600,0,13.600,4,138.000,23,138.000,17,138.000,16,6.800,0,6.800,2,6.800,0,6.800,0,6.800,0,6.800,0,6.800,1,6.800,3,6.800,0,6.800,1,6.800,0,6.800,0,6.800,2,6.800,2,6.800,2,6.800,1,6.800,3,6.800,1,6.800,2,6.800,2,138.000,9,138.000,5,138.000,4,138.000,6,138.000,5
,13.800,0,13.800,2,13.800,3,13.800,2,140.000,18,140.000,26,140.000,18,6.900,0,6.900,1,6.900,1,6.900,2,6.900,0,6.900,1,6.900,1,6.900,2,6.900,1,6.900,2,6.900,1,6.900,4,6.900,0,6.900,1,6.900,2,6.900,2,6.900,2,6.900,1,6.900,0,6.900,1,140.000,7,140.000,9,140.000,3,140.000,4,140.000,2
,14.000,0,14.000,3,14.000,2,14.000,2,142.000,34,142.000,18,142.000,23,7.000,0,7.000,0,7.000,0,7.000,1,7.000,1,7.000,0,7.000,0,7.000,1,7.000,0,7.000,0,7.000,4,7.000,0,7.000,3,7.000,1,7.000,2,7.000,0,7.000,2,7.000,4,7.000,2,7.000,0,142.000,3,142.000,10,142.000,12,142.000,7,142.000,2
,14.200,0,14.200,2,14.200,2,14.200,3,144.000,23,144.000,27,144.000,25,7.100,1,7.100,3,7.100,0,7.100,1,7.100,0,7.100,0,7.100,1,7.100,2,7.100,0,7.100,3,7.100,0,7.100,1,7.100,0,7.100,1,7.100,1,7.100,3,7.100,2,7.100,4,7.100,1,7.100,0,144.000,7,144.000,5,144.000,6,144.000,4,144.000,6
,14.400,0,14.400,2,14.400,4,14.400,2,146.000,31,146.000,22,146.000,28,7.200,2,7.200,0,7.200,0,7.200,1,7.200,0,7.200,2,7.200,0,7.200,1,7.200,1,7.200,0,7.200,1,7.200,0,7.200,6,7.200,2,7.200,0,7.200,1,7.200,2,7.200,1,7.200,2,7.200,2,146.000,5,146.000,4,146.000,3,146.000,4,146.000,5
,14.600,0,14.600,0,14.600,0,14.600,3,148.000,22,148.000,26,148.000,21,7.300,3,7.300,1,7.300,1,7.300,1,7.300,2,7.300,0,7.300,2,7.300,2,7.300,1,7.300,0,7.300,2,7.300,2,7.300,2,7.300,3,7.300,0,7.300,1,7.300,0,7.300,1,7.300,1,7.300,2,148.000,2,148.000,3,148.000,4,148.000,3,148.000,2
,14.800,0,14.800,3,14.800,6,14.800,1,150.000,19,150.000,26,150.000,28,7.400,2,7.400,2,7.400,2,7.400,1,7.400,3,7.400,1,7.400,1,7.400,2,7.400,1,7.400,1,7.400,1,7.400,0,7.400,3,7.400,1,7.400,2,7.400,3,7.400,0,7.400,0,7.400,2,7.400,1,150.000,5,150.000,1,150.000,4,150.000,3,150.000,7
,15.000,0,15.000,1,15.000,1,15.000,4,152.000,23,152.000,17,152.000,33,7.500,1,7.500,1,7.500,0,7.500,0,7.500,1,7.500,4,7.500,0,7.500,1,7.500,1,7.500,0,7.500,1,7.500,2,7.500,2,7.500,0,7.500,2,7.500,1,7.500,0,7.500,0,7.500,0,7.500,1,152.000,7,152.000,2,152.000,2,152.000,3,152.000,6
,15.200,0,15.200,2,15.200,2,15.200,1,154.000,23,154.000,19,154.000,25,7.600,1,7.600,3,7.600,0,7.600,0,7.600,1,7.600,1,7.600,1,7.600,2,7.600,2,7.600,0,7.600,0,7.600,1,7.600,0,7.600,0,7.600,0,7.600,1,7.600,2,7.600,2,7.600,0,7.600,2,154.000,5,154.000,5,154.000,7,154.000,7,154.000,8
,15.400,0,15.400,3,15.400,2,15.400,1,156.000,17,156.000,33,156.000,23,7.700,1,7.700,0,7.700,2,7.700,3,7.700,0,7.700,1,7.700,1,7.700,0,7.700,1,7.700,1,7.700,1,7.700,0,7.700,1,7.700,2,7.700,0,7.700,0,7.700,1,7.700,0,7.700,1,7.700,2,156.000,7,156.000,4,156.000,6,156.000,6,156.000,8
,15.600,0,15.600,2,15.600,3,15.600,4,158.000,15,158.000,23,158.000,19,7.800,1,7.800,2,7.800,1,7.800,0,7.800,1,7.800,0,7.800,0,7.800,1,7.800,0,7.800,2,7.800,2,7.800,1,7.800,1,7.800,1,7.800,1,7.800,3,7.800,0,7.800,1,7.800,0,7.800,1,158.000,6,158.000,2,158.000,3,158.000,1,158.000,3
,15.800,0,15.800,2,15.800,1,15.800,3,160.000,26,160.000,22,160.000,26,7.900,0,7.900,1,7.900,1,7.900,1,7.900,0,7.900,0,7.900,1,7.900,1,7.900,1,7.900,0,7.900,0,7.900,4,7.900,0,7.900,2,7.900,0,7.900,4,7.900,0,7.900,0,7.900,4,7.900,0,160.000,3,160.000,10,160.000,0,160.000,7,160.000,2
,16.000,0,16.000,5,16.000,3,16.000,4,162.000,33,162.000,26,162.000,19,8.000,1,8.000,5,8.000,1,8.000,1,8.000,0,8.000,1,8.000,3,8.000,1,8.000,1,8.000,1,8.000,2,8.000,0,8.000,1,8.000,1,8.000,0,8.000,0,8.000,1,8.000,1,8.000,0,8.000,0,162.000,3,162.000,9,162.000,2,162.000,7,162.000,6
,16.200,0,16.200,1,16.200,1,16.200,3,164.000,26,164.000,23,164.000,23,8.100,0,8.100,0,8.100,0,8.100,2,8.100,1,8.100,1,8.100,2,8.100,2,8.100,1,8.100,2,8.100,0,8.100,2,8.100,0,8.100,1,8.100,0,8.100,1,8.100,1,8.100,2,8.100,1,8.100,4,164.000,5,164.000,2,164.000,4,164.000,3,164.000,5
,16.400,0,16.400,2,16.400,2,16.400,3,166.000,23,166.000,22,166.000,26,8.200,2,8.200,2,8.200,3,8.200,1,8.200,1,8.200,1,8.200,3,8.200,2,8.200,0,8.200,1,8.200,0,8.200,0,8.200,0,8.200,0,8.200,2,8.200,3,8.200,2,8.200,0,8.200,2,8.200,1,166.000,4,166.000,6,166.000,4,166.000,4,166.000,5
,16.600,0,16.600,3,16.600,3,16.600,4,168.000,16,168.000,29,168.000,34,8.300,4,8.300,0,8.300,3,8.300,1,8.300,0,8.300,1,8.300,0,8.300,4,8.300,0,8.300,1,8.300,1,8.300,1,8.300,0,8.300,2,8.300,0,8.300,0,8.300,2,8.300,0,8.300,2,8.300,1,168.000,5,168.000,4,168.000,4,168.000,3,168.000,4
,16.800,0,16.800,1,16.800,1,16.800,2,170.000,33,170.000,23,170.000,23,8.400,4,8.400,0,8.400,0,8.400,0,8.400,1,8.400,3,8.400,0,8.400,1,8.400,3,8.400,1,8.400,0,8.400,1,8.400,1,8.400,0,8.400,0,8.400,3,8.400,1,8.400,1,8.400,1,8.400,0,170.000,4,170.000,8,170.000,6,170.000,5,170.000,5
,17.000,0,17.000,4,17.000,3,17.000,1,172.000,17,172.000,25,172.000,20,8.500,2,8.500,1,8.500,3,8.500,2,8.500,0,8.500,2,8.500,1,8.500,1,8.500,2,8.500,0,8.500,0,8.500,2,8.500,0,8.500,2,8.500,0,8.500,3,8.500,0,8.500,2,8.500,2,8.500,3,172.000,6,172.000,7,172.000,9,172.000,2,172.000,6
,17.200,0,17.200,3,17.200,1,17.200,3,174.000,26,174.000,21,174.000,20,8.600,2,8.600,2,8.600,1,8.600,1,8.600,2,8.600,0,8.600,1,8.600,0,8.600,0,8.600,1,8.600,0,8.600,2,8.600,1,8.600,1,8.600,2,8.600,2,8.600,1,8.600,2,8.600,0,8.600,1,174.000,5,174.000,3,174.000,6,174.000,6,174.000,5
,17.400,0,17.400,2,17.400,2,17.400,2,176.000,13,176.000,25,176.000,20,8.700,1,8.700,0,8.700,1,8.700,1,8.700,2,8.700,0,8.700,1,8.700,2,8.700,2,8.700,0,8.700,1,8.700,1,8.700,2,8.700,0,8.700,1,8.700,4,8.700,0,8.700,3,8.700,0,8.700,0,176.000,3,176.000,5,176.000,6,176.000,5,176.000,4
,17.600,0,17.600,3,17.600,2,17.600,4,178.000,27,178.000,20,178.000,11,8.800,0,8.800,1,8.800,2,8.800,4,8.800,0,8.800,1,8.800,3,8.800,3,8.800,0,8.800,2,8.800,1,8.800,3,8.800,0,8.800,1,8.800,0,8.800,2,8.800,2,8.800,4,8.800,1,8.800,0,178.000,11,178.000,3,178.000,3,178.000,6,178.000,4
,17.800,0,17.800,4,17.800,3,17.800,2,180.000,32,180.000,23,180.000,17,8.900,0,8.900,0,8.900,1,8.900,1,8.900,2,8.900,2,8.900,1,8.900,0,8.900,0,8.900,2,8.900,1,8.900,1,8.900,2,8.900,0,8.900,2,8.900,2,8.900,1,8.900,0,8.900,1,8.900,1,180.000,5,180.000,7,180.000,11,180.000,4,180.000,10
,18.000,0,18.000,3,18.000,2,18.000,2,182.000,25,182.000,19,182.000,20,9.000,0,9.000,0,9.000,0,9.000,0,9.000,1,9.000,1,9.000,2,9.000,1,9.000,2,9.000,1,9.000,1,9.000,2,9.000,1,9.000,0,9.000,1,9.000,1,9.000,3,9.000,2,9.000,1,9.000,2,182.000,9,182.000,7,182.000,3,182.000,6,182.000,3
,18.200,0,18.200,4,18.200,3,18.200,0,184.000,17,184.000,23,184.000,21,9.100,0,9.100,1,9.100,3,9.100,1,9.100,1,9.100,1,9.100,1,9.100,0,9.100,0,9.100,2,9.100,0,9.100,2,9.100,1,9.100,0,9.100,1,9.100,0,9.100,0,9.100,3,9.100,1,9.100,0,184.000,7,184.000,6,184.000,4,184.000,4,184.000,5
,18.400,0,18.400,3,18.400,4,18.400,1,186.000,29,186.000,17,186.000,16,9.200,0,9.200,2,9.200,2,9.200,1,9.200,2,9.200,1,9.200,2,9.200,0,9.200,0,9.200,2,9.200,0,9.200,0,9.200,0,9.200,0,9.200,0,9.200,1,9.200,2,9.200,2,9.200,3,9.200,0,186.000,9,186.000,5,186.000,6,186.000,4,186.000,10
,18.600,0,18.600,0,18.600,4,18.600,0,188.000,35,188.000,29,188.000,21,9.300,1,9.300,0,9.300,1,9.300,0,9.300,1,9.300,1,9.300,1,9.300,3,9.300,2,9.300,0,9.300,0,9.300,0,9.300,0,9.300,3,9.300,1,9.300,1,9.300,0,9.300,0,9.300,2,9.300,0,188.000,1,188.000,2,188.000,2,188.000,8,188.000,7
,18.800,0,18.800,1,18.800,3,18.800,2,190.000,23,190.000,25,190.000,22,9.400,0,9.400,1,9.400,0,9.400,1,9.400,1,9.400,0,9.400,2,9.400,0,9.400,2,9.400,2,9.400,3,9.400,1,9.400,1,9.400,0,9.400,3,9.400,0,9.400,0,9.400,0,9.400,3,9.400,4,190.000,8,190.000,3,190.000,6,190.000,4,190.000,4
,19.000,0,19.000,1,19.000,1,19.000,4,192.000,28,192.000,23,192.000,20,9.500,1,9.500,1,9.500,2,9.500,0,9.500,1,9.500,3,9.500,1,9.500,1,9.500,2,9.500,2,9.500,0,9.500,3,9.500,1,9.500,1,9.500,1,9.500,1,9.500,0,9.500,1,9.500,1,9.500,2,192.000,6,192.000,5,192.000,7,192.000,5,192.000,3
,19.200,1,19.200,1,19.200,2,19.200,5,194.000,28,194.000,27,194.000,35,9.600,2,9.600,1,9.600,0,9.600,1,9.600,0,9.600,3,9.600,1,9.600,0,9.600,3,9.600,2,9.600,1,9.600,3,9.600,0,9.600,1,9.600,1,9.600,2,9.600,1,9.600,1,9.600,2,9.600,1,194.000,7,194.000,5,194.000,9,194.000,9,194.000,4
,19.400,0,19.400,5,19.400,2,19.400,3,196.000,24,196.000,23,196.000,24,9.700,1,9.700,1,9.700,2,9.700,4,9.700,3,9.700,1,9.700,1,9.700,1,9.700,0,9.700,1,9.700,1,9.700,3,9.700,0,9.700,0,9.700,1,9.700,2,9.700,4,9.700,0,9.700,4,9.700,2,196.000,5,196.000,6,196.000,7,196.000,11,196.000,7
,19.600,0,19.600,4,19.600,4,19.600,6,198.000,23,198.000,26,198.000,19,9.800,3,9.800,1,9.800,1,9.800,3,9.800,1,9.800,0,9.800,1,9.800,0,9.800,3,9.800,1,9.800,1,9.800,1,9.800,2,9.800,1,9.800,3,9.800,0,9.800,1,9.800,1,9.800,1,9.800,3,198.000,5,198.000,4,198.000,3,198.000,2,198.000,4
,19.800,0,19.800,2,19.800,1,19.800,1,200.000,28,200.000,18,200.000,33,9.900,1,9.900,1,9.900,3,9.900,3,9.900,3,9.900,2,9.900,0,9.900,3,9.900,1,9.900,3,9.900,1,9.900,3,9.900,3,9.900,3,9.900,1,9.900,1,9.900,2,9.900,0,9.900,0,9.900,1,200.000,6,200.000,3,200.000,6,200.000,7,200.000,5
,20.000,0,20.000,0,20.000,3,20.000,3,202.000,23,202.000,21,202.000,28,10.000,2,10.000,1,10.000,0,10.000,0,10.000,0,10.000,1,10.000,2,10.000,1,10.000,0,10.000,2,10.000,0,10.000,1,10.000,1,10.000,1,10.000,2,10.000,2,10.000,1,10.000,1,10.000,0,10.000,1,202.000,6,202.000,1,202.000,7,202.000,2,202.000,4
,20.200,0,20.200,1,20.200,4,20.200,2,204.000,18,204.000,27,204.000,19,10.100,3,10.100,1,10.100,2,10.100,2,10.100,0,10.100,2,10.100,1,10.100,2,10.100,3,10.100,1,10.100,2,10.100,0,10.100,0,10.100,1,10.100,4,10.100,1,10.100,1,10.100,3,10.100,5,10.100,0,204.000,8,204.000,3,204.000,2,204.000,8,204.000,3
,20.400,0,20.400,2,20.400,2,20.400,4,206.000,20,206.000,21,206.000,16,10.200,2,10.200,3,10.200,2,10.200,0,10.200,1,10.200,1,10.200,0,10.200,2,10.200,1,10.200,2,10.200,2,10.200,3,10.200,1,10.200,1,10.200,0,10.200,1,10.200,3,10.200,2,10.200,0,10.200,1,206.000,7,206.000,9,206.000,4,206.000,6,206.000,4
,20.600,0,20.600,3,20.600,0,20.600,3,208.000,22,208.000,24,208.000,23,10.300,1,10.300,0,10.300,0,10.300,0,10.300,3,10.300,1,10.300,1,10.300,3,10.300,2,10.300,2,10.300,1,10.300,0,10.300,1,10.300,1,10.300,1,10.300,0,10.300,0,10.300,2,10.300,1,10.300,1,208.000,10,208.000,7,208.000,4,208.000,8,208.000,7
,20.800,0,20.800,2,20.800,0,20.800,3,210.000,20,210.000,19,210.000,31,10.400,2,10.400,1,10.400,0,10.400,1,10.400,2,10.400,1,10.400,1,10.400,2,10.400,1,10.400,0,10.400,0,10.400,0,10.400,1,10.400,1,10.400,0,10.400,1,10.400,0,10.400,1,10.400,2,10.400,3,210.000,7,210.000,7,210.000,7,210.000,5,210.000,5
,21.000,0,21.000,2,21.000,1,21.000,3,212.000,29,212.000,23,212.000,25,10.500,1,10.500,1,10.500,1,10.500,1,10.500,1,10.500,0,10.500,1,10.500,2,10.500,1,10.500,0,10.500,1,10.500,1,10.500,0,10.500,0,10.500,1,10.500,1,10.500,4,10.500,1,10.500,1,10.500,1,212.000,2,212.000,5,212.000,3,212.000,10,212.000,7
,21.200,0,21.200,2,21.200,3,21.200,4,214.000,26,214.000,21,214.000,23,10.600,0,10.600,1,10.600,2,10.600,0,10.600,0,10.600,1,10.600,1,10.600,2,10.600,2,10.600,1,10.600,1,10.600,2,10.600,1,10.600,1,10.600,3,10.600,0,10.600,1,10.600,1,10.600,0,10.600,0,214.000,8,214.000,4,214.000,3,214.000,6,214.000,2
,21.400,0,21.400,2,21.400,7,21.400,3,216.000,26,216.000,24,216.000,30,10.700,2,10.700,0,10.700,0,10.700,0,10.700,0,10.700,2,10.700,1,10.700,0,10.700,1,10.700,0,10.700,1,10.700,0,10.700,1,10.700,0,10.700,1,10.700,1,10.700,2,10.700,1,10.700,0,10.700,1,216.000,3,216.000,1,216.000,3,216.000,6,216.000,7
,21.600,0,21.600,4,21.600,4,21.600,4,218.000,28,218.000,25,218.000,36,10.800,2,10.800,1,10.800,2,10.800,1,10.800,1,10.800,0,10.800,1,10.800,1,10.800,2,10.800,0,10.800,3,10.800,0,10.800,2,10.800,2,10.800,4,10.800,2,10.800,0,10.800,0,10.800,2,10.800,0,218.000,6,218.000,5,218.000,6,218.000,5,218.000,5
,21.800,0,21.800,4,21.800,2,21.800,0,220.000,17,220.000,25,220.000,19,10.900,2,10.900,0,10.900,2,10.900,3,10.900,2,10.900,0,10.900,1,10.900,0,10.900,4,10.900,0,10.900,2,10.900,1,10.900,1,10.900,1,10.900,3,10.900,1,10.900,2,10.900,0,10.900,0,10.900,1,220.000,3,220.000,3,220.000,5,220.000,13,220.000,5
,22.000,0,22.000,0,22.000,1,22.000,3,222.000,22,222.000,13,222.000,16,11.000,2,11.000,0,11.000,1,11.000,2,11.000,0,11.000,1,11.000,0,11.000,1,11.000,3,11.000,0,11.000,2,11.000,3,11.000,2,11.000,0,11.000,0,11.000,3,11.000,3,11.000,2,11.000,2,11.000,2,222.000,1,222.000,5,222.000,6,222.000,6,222.000,3
,22.200,0,22.200,4,22.200,4,22.200,2,224.000,28,224.000,20,224.000,28,11.100,1,11.100,0,11.100,0,11.100,2,11.100,1,11.100,1,11.100,0,11.100,1,11.100,1,11.100,2,11.100,2,11.100,0,11.100,1,11.100,1,11.100,0,11.100,1,11.100,1,11.100,0,11.100,2,11.100,1,224.000,4,224.000,4,224.000,2,224.000,5,224.000,3
,22.400,0,22.400,2,22.400,2,22.400,3,226.000,26,226.000,26,226.000,27,11.200,2,11.200,3,11.200,0,11.200,1,11.200,2,11.200,0,11.200,1,11.200,0,11.200,1,11.200,1,11.200,0,11.200,2,11.200,0,11.200,0,11.200,1,11.200,2,11.200,1,11.200,0,11.200,2,11.200,0,226.000,4,226.000,5,226.000,6,226.000,4,226.000,8
,22.600,0,22.600,4,22.600,4,22.600,1,228.000,22,228.000,28,228.000,25,11.300,1,11.300,0,11.300,1,11.300,1,11.300,1,11.300,0,11.300,1,11.300,2,11.300,1,11.300,1,11.300,1,11.300,1,11.300,1,11.300,0,11.300,0,11.300,2,11.300,0,11.300,1,11.300,2,11.300,3,228.000,4,228.000,7,228.000,3,228.000,3,228.000,10
,22.800,0,22.800,2,22.800,2,22.800,0,230.000,20,230.000,18,230.000,17,11.400,2,11.400,1,11.400,1,11.400,1,11.400,0,11.400,0,11.400,2,11.400,0,11.400,1,11.400,0,11.400,0,11.400,0,11.400,1,11.400,1,11.400,2,11.400,2,11.400,2,11.400,1,11.400,3,11.400,0,230.000,3,230.000,5,230.000,6,230.000,5,230.000,5
,23.000,0,23.000,1,23.000,1,23.000,2,232.000,27,232.000,19,232.000,22,11.500,1,11.500,0,11.500,1,11.500,3,11.500,0,11.500,1,11.500,1,11.500,1,11.500,3,11.500,1,11.500,2,11.500,2,11.500,2,11.500,0,11.500,0,11.500,0,11.500,1,11.500,1,11.500,1,11.500,2,232.000,2,232.000,5,232.000,6,232.000,1,232.000,7
,23.200,1,23.200,1,23.200,4,23.200,5,234.000,27,234.000,26,234.000,26,11.600,0,11.600,4,11.600,3,11.600,2,11.600,1,11.600,1,11.600,1,11.600,0,11.600,2,11.600,1,11.600,0,11.600,1,11.600,0,11.600,2,11.600,1,11.600,1,11.600,1,11.600,0,11.600,1,11.600,0,234.000,4,234.000,8,234.000,3,234.000,9,234.000,5
,23.400,0,23.400,1,23.400,4,23.400,2,236.000,27,236.000,28,236.000,12,11.700,0,11.700,0,11.700,1,11.700,3,11.700,0,11.700,2,11.700,0,11.700,2,11.700,3,11.700,1,11.700,1,11.700,1,11.700,3,11.700,1,11.700,3,11.700,0,11.700,3,11.700,1,11.700,1,11.700,1,236.000,5,236.000,7,236.000,6,236.000,4,236.000,6
,23.600,0,23.600,4,23.600,1,23.600,4,238.000,27,238.000,11,238.000,25,11.800,1,11.800,0,11.800,5,11.800,1,11.800,3,11.800,1,11.800,2,11.800,1,11.800,2,11.800,2,11.800,2,11.800,3,11.800,0,11.800,0,11.800,0,11.800,1,11.800,0,11.800,2,11.800,0,11.800,0,238.000,7,238.000,4,238.000,2,238.000,7,238.000,4
,23.800,0,23.800,4,23.800,3,23.800,1,240.000,20,240.000,23,240.000,18,11.900,3,11.900,1,11.900,2,11.900,0,11.900,0,11.900,1,11.900,2,11.900,1,11.900,2,11.900,1,11.900,1,11.900,0,11.900,1,11.900,1,11.900,1,11.900,2,11.900,0,11.900,2,11.900,0,11.900,2,240.000,7,240.000,6,240.000,7,240.000,5,240.000,7
,24.000,0,24.000,1,24.000,2,24.000,4,242.000,22,242.000,31,242.000,17,12.000,2,12.000,2,12.000,0,12.000,0,12.000,2,12.000,0,12.000,0,12.000,0,12.000,1,12.000,2,12.000,1,12.000,3,12.000,3,12.000,2,12.000,0,12.000,3,12.000,0,12.000,1,12.000,1,12.000,3,242.000,3,242.000,9,242.000,5,242.000,6,242.000,1
,24.200,0,24.200,5,24.200,1,24.200,1,244.000,16,244.000,23,244.000,14,12.100,1,12.100,1,12.100,2,12.100,4,12.100,0,12.100,2,12.100,0,12.100,0,12.100,0,12.100,1,12.100,1,12.100,0,12.100,2,12.100,1,12.100,1,12.100,2,12.100,0,12.100,2,12.100,1,12.100,0,244.000,6,244.000,6,244.000,5,244.000,7,244.000,7
,24.400,0,24.400,2,24.400,1,24.400,6,246.000,17,246.000,23,246.000,22,12.200,0,12.200,0,12.200,1,12.200,0,12.200,2,12.200,1,12.200,2,12.200,2,12.200,2,12.200,0,12.200,1,12.200,3,12.200,1,12.200,1,12.200,2,12.200,2,12.200,2,12.200,1,12.200,1,12.200,0,246.000,6,246.000,9,246.000,6,246.000,5,246.000,6
,24.600,0,24.600,1,24.600,3,24.600,5,248.000,13,248.000,22,248.000,22,12.300,0,12.300,2,12.300,1,12.300,1,12.300,0,12.300,2,12.300,2,12.300,0,12.300,4,12.300,4,12.300,0,12.300,1,12.300,1,12.300,0,12.300,2,12.300,0,12.300,0,12.300,0,12.300,1,12.300,0,248.000,9,248.000,2,248.000,3,248.000,4,248.000,0
,24.800,0,24.800,1,24.800,1,24.800,1,250.000,20,250.000,28,250.000,20,12.400,2,12.400,0,12.400,1,12.400,1,12.400,3,12.400,0,12.400,1,12.400,1,12.400,0,12.400,0,12.400,3,12.400,1,12.400,0,12.400,0,12.400,1,12.400,0,12.400,2,12.400,0,12.400,2,12.400,0,250.000,3,250.000,7,250.000,5,250.000,3,250.000,4
,25.000,0,25.000,1,25.000,6,25.000,6,252.000,24,252.000,25,252.000,19,12.500,0,12.500,0,12.500,0,12.500,0,12.500,1,12.500,0,12.500,1,12.500,4,12.500,4,12.500,1,12.500,0,12.500,1,12.500,2,12.500,2,12.500,4,12.500,1,12.500,1,12.500,1,12.500,3,12.500,1,252.000,6,252.000,10,252.000,0,252.000,5,252.000,2
,25.200,0,25.200,3,25.200,3,25.200,1,254.000,20,254.000,15,254.000,19,12.600,2,12.600,0,12.600,2,12.600,0,12.600,0,12.600,4,12.600,1,12.600,1,12.600,2,12.600,0,12.600,1,12.600,0,12.600,3,12.600,1,12.600,1,12.600,1,12.600,0,12.600,1,12.600,1,12.600,0,254.000,9,254.000,6,254.000,5,254.000,8,254.000,5
,25.400,0,25.400,3,25.400,3,25.400,3,256.000,24,256.000,17,256.000,24,12.700,0,12.700,2,12.700,1,12.700,0,12.700,1,12.700,2,12.700,0,12.700,1,12.700,0,12.700,4,12.700,2,12.700,2,12.700,0,12.700,0,12.700,1,12.700,0,12.700,1,12.700,2,12.700,1,12.700,0,256.000,6,256.000,5,256.000,9,256.000,3,256.000,3
,25.600,0,25.600,1,25.600,0,25.600,2,258.000,25,258.000,15,258.000,24,12.800,0,12.800,0,12.800,1,12.800,3,12.800,0,12.800,2,12.800,1,12.800,2,12.800,1,12.800,1,12.800,1,12.800,2,12.800,0,12.800,1,12.800,0,12.800,1,12.800,1,12.800,2,12.800,0,12.800,0,258.000,6,258.000,6,258.000,9,258.000,6,258.000,6
,25.800,0,25.800,2,25.800,4,25.800,1,260.000,23,260.000,26,260.000,13,12.900,0,12.900,1,12.900,1,12.900,1,12.900,1,12.900,1,12.900,1,12.900,0,12.900,1,12.900,0,12.900,1,12.900,2,12.900,0,12.900,1,12.900,1,12.900,4,12.900,0,12.900,0,12.900,1,12.900,1,260.000,9,260.000,6,260.000,6,260.000,8,260.000,5
,26.000,0,26.000,3,26.000,0,26.000,1,262.000,23,262.000,24,262.000,16,13.000,2,13.000,1,13.000,1,13.000,1,13.000,1,13.000,1,13.000,2,13.000,4,13.000,1,13.000,0,13.000,1,13.000,0,13.000,2,13.000,1,13.000,1,13.000,0,13.000,4,13.000,0,13.000,1,13.000,0,262.000,5,262.000,6,262.000,4,262.000,5,262.000,3
,26.200,0,26.200,0,26.200,2,26.200,3,264.000,28,264.000,21,264.000,24,13.100,1,13.100,1,13.100,1,13.100,1,13.100,0,13.100,0,13.100,0,13.100,3,13.100,1,13.100,1,13.100,0,13.100,1,13.100,0,13.100,0,13.100,0,13.100,2,13.100,0,13.100,2,13.100,0,13.100,1,264.000,5,264.000,5,264.000,3,264.000,4,264.000,4
,26.400,0,26.400,1,26.400,4,26.400,0,266.000,23,266.000,28,266.000,41,13.200,0,13.200,2,13.200,1,13.200,0,13.200,3,13.200,2,13.200,2,13.200,0,13.200,2,13.200,1,13.200,1,13.200,1,13.200,1,13.200,2,13.200,1,13.200,0,13.200,1,13.200,0,13.200,0,13.200,0,266.000,4,266.000,6,266.000,3,266.000,4,266.000,6
,26.600,0,26.600,3,26.600,3,26.600,4,268.000,22,268.000,28,268.000,29,13.300,1,13.300,0,13.300,1,13.300,1,13.300,2,13.300,3,13.300,1,13.300,3,13.300,3,13.300,1,13.300,3,13.300,1,13.300,1,13.300,1,13.300,1,13.300,2,13.300,1,13.300,2,13.300,0,13.300,1,268.000,12,268.000,9,268.000,6,268.000,6,268.000,2
